"","simulatedAnswer","item","normResponse0","normResponse1","simRank1","workerid","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","slide_number","obj2","name","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","trial_type","pref2","normResponse2","Answer.score_quiz2"
"245",NA,NA,NA,NA,NA,20,NA,5,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.3877166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"246",NA,NA,NA,NA,"striped",20,NA,5,"polka-dotted",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.3877166666667,NA,NA,NA,NA,2,NA,NA,NA,NA,"solid",NA,NA,"polka-dotted","striped",NA,NA,NA,5
"247",122,18400,0.487179487179487,0.256410256410256,NA,20,121,5,NA,"striped",1,"circle",NA,4,NA,"321-2",0,121,323,"shape",0.95,4,0.5,323,122,"cloud",0,14.3877166666667,"male",0.5,1,"['striped', 'blue', 'red', 'green']",NA,0.5,11,122,"task",NA,"321",1,NA,NA,"task","square",0.256410256410256,5
"248",222,16440,0.395833333333333,0.395833333333333,NA,20,222,5,NA,"red",1,"circle",NA,3,NA,"322b-2",0,222,223,"shape",0.95,4,0.95,223,322,"cloud",1,14.3877166666667,"male",0.5,1,"['striped', 'red', 'green']",NA,0.5,12,322,"task",NA,"322b",1,NA,NA,"task","square",0.208333333333333,5
"249",112,11770,0.431818181818182,0.431818181818182,NA,20,211,5,NA,"solid",1,"circle",NA,4,NA,"311-3",0,313,112,"shape",0.95,4,0.95,313,211,"cloud",2,14.3877166666667,"male",0.3,1,"['solid', 'blue', 'red', 'green']",NA,0.5,13,112,"task",NA,"311",1,NA,NA,"task","square",0.136363636363636,5
"250",123,15180,0.431818181818182,0.431818181818182,NA,20,332,5,NA,"green",1,"circle",NA,5,NA,"211-3",0,213,332,"shape",0.95,4,0.95,123,123,"cloud",3,14.3877166666667,"male",0.3,1,"['solid', 'striped', 'polka-dotted', 'red', 'green']",NA,0.5,14,213,"task",NA,"211",1,NA,NA,"task","square",0.136363636363636,5
"251",NA,NA,NA,NA,NA,20,NA,5,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.3877166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"252",NA,NA,NA,NA,"circle",20,NA,5,"circle",NA,NA,NA,"square",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.3877166666667,NA,NA,NA,NA,3,NA,NA,NA,NA,"square",NA,NA,"cloud","cloud",NA,NA,NA,5
"253",113,25711,0.714285714285714,0.107142857142857,NA,21,113,1,NA,"cloud",0,"striped",NA,4,NA,"311-3",1,323,233,"texture",1,3,0.15,233,113,"solid",0,27.0047333333333,"male",0.25,0,"['cloud', 'circle', 'square', 'green']",NA,0.5,3,323,"task",NA,"311",2,NA,NA,"task","polka-dotted",0.178571428571429,2
"254",232,22711,0.258064516129032,0.161290322580645,NA,21,232,1,NA,"red",0,"striped",NA,4,NA,"22b2b-2",1,133,232,"texture",0.4,3,0.25,133,223,"solid",1,27.0047333333333,"male",0.9,0,"['cloud', 'circle', 'red', 'green']",NA,0.5,4,223,"task",NA,"22b2b",2,NA,NA,"task","polka-dotted",0.580645161290323,2
"255",213,11371,0.512820512820513,0.205128205128205,NA,21,132,1,NA,"circle",0,"striped",NA,4,NA,"22a2b-2a",1,213,113,"texture",1,3,0.4,213,132,"solid",2,27.0047333333333,"male",0.55,0,"['cloud', 'circle', 'red', 'green']",NA,0.5,5,113,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.282051282051282,2
"256",121,23311,0.0689655172413793,0.620689655172414,NA,21,121,1,NA,"cloud",0,"striped",NA,5,NA,"22b1-2",1,121,331,"texture",0.1,3,0.9,233,233,"solid",3,27.0047333333333,"male",0.45,0,"['cloud', 'circle', 'square', 'blue', 'green']",NA,0.5,6,331,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.310344827586207,2
"257",NA,NA,NA,NA,NA,21,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27.0047333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"258",NA,NA,NA,NA,"striped",21,NA,1,"polka-dotted",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27.0047333333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"solid",NA,NA,"polka-dotted","striped",NA,NA,NA,2
"259",113,8390,0.571428571428571,0.142857142857143,NA,21,311,1,NA,"green",1,"circle",NA,4,NA,"22b1-3",0,311,231,"shape",1,3,0.25,113,113,"cloud",0,27.0047333333333,"male",0.5,0.5,"['solid', 'polka-dotted', 'blue', 'green']",NA,1,11,231,"task",NA,"22b1",1,NA,NA,"task","square",0.285714285714286,2
"260",111,3310,0.606060606060606,0.303030303030303,NA,21,111,1,NA,"blue",1,"circle",NA,4,NA,"22a2b-2a",0,212,111,"shape",1,3,0.5,222,222,"cloud",1,27.0047333333333,"male",0.15,0.5,"['solid', 'striped', 'blue', 'red']",NA,1,12,212,"task",NA,"22a2b",1,NA,NA,"task","square",0.0909090909090909,2
"261",131,2160,0.645161290322581,0.258064516129032,NA,21,131,1,NA,"polka-dotted",1,"circle",NA,4,NA,"22a1-3",0,131,312,"shape",1,3,0.4,312,212,"cloud",2,27.0047333333333,"male",0.15,0.5,"['solid', 'polka-dotted', 'blue', 'red']",NA,1,13,212,"task",NA,"22a1",1,NA,NA,"task","square",0.0967741935483871,2
"262",132,4690,0.5,0.225,NA,21,221,1,NA,"polka-dotted",1,"circle",NA,4,NA,"22a1-3",0,132,321,"shape",1,3,0.45,132,221,"cloud",3,27.0047333333333,"male",0.55,0.5,"['striped', 'polka-dotted', 'blue', 'red']",NA,1,14,321,"task",NA,"22a1",1,NA,NA,"task","square",0.275,2
"263",NA,NA,NA,NA,NA,21,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27.0047333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"264",NA,NA,NA,NA,"cloud",21,NA,1,"square",NA,NA,NA,"circle",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,27.0047333333333,NA,NA,NA,NA,1,NA,NA,NA,NA,"square",NA,NA,"circle","cloud",NA,NA,NA,2
"265",223,25430,0.2,0.466666666666667,NA,22,122,5,NA,"striped",0,"circle",NA,4,NA,"22a2b-2a",1,223,122,"shape",0.3,5,0.7,233,233,"cloud",0,13.39665,"female",0.5,0,"['striped', 'polka-dotted', 'red', 'green']",NA,0.5,3,223,"task",NA,"22a2b",1,NA,NA,"task","square",0.333333333333333,5
"266",323,25620,0.166666666666667,0.333333333333333,NA,22,112,5,NA,"green",0,"circle",NA,5,NA,"211-3",1,112,233,"shape",0.25,5,0.5,233,323,"cloud",1,13.39665,"female",0.75,0,"['solid', 'striped', 'polka-dotted', 'red', 'green']",NA,0.5,4,323,"task",NA,"211",1,NA,NA,"task","square",0.5,5
"267",322,4230,0.15625,0.3125,NA,22,221,5,NA,"striped",0,"circle",NA,4,NA,"22a2b-2a",1,221,322,"shape",0.25,5,0.5,322,312,"cloud",2,13.39665,"female",0.85,0,"['solid', 'striped', 'blue', 'red']",NA,0.5,5,312,"task",NA,"22a2b",1,NA,NA,"task","square",0.53125,5
"268",222,23900,0,0.344827586206897,NA,22,122,5,NA,"striped",0,"circle",NA,4,NA,"22a2b-2b",1,122,222,"shape",0,5,0.5,233,233,"cloud",3,13.39665,"female",0.95,0,"['striped', 'polka-dotted', 'red', 'green']",NA,0.5,6,222,"task",NA,"22a2b",1,NA,NA,"task","square",0.655172413793103,5
"269",NA,NA,NA,NA,NA,22,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,13.39665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"270",NA,NA,NA,NA,"circle",22,NA,5,"circle",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,13.39665,NA,NA,NA,NA,3,NA,NA,NA,NA,"cloud",NA,NA,"square","square",NA,NA,NA,5
"271",131,15670,0.466666666666667,0.2,NA,22,131,5,NA,"polka-dotted",1,"circle",NA,4,NA,"22a2b-2b",1,231,131,"shape",0.7,5,0.3,223,223,"cloud",0,13.39665,"female",0.5,0.5,"['striped', 'polka-dotted', 'blue', 'green']",NA,0,11,231,"task",NA,"22a2b",1,NA,NA,"task","square",0.333333333333333,5
"272",312,21880,0.333333333333333,0.166666666666667,NA,22,312,5,NA,"solid",1,"circle",NA,4,NA,"22a2b-2a",1,312,113,"shape",0.5,5,0.25,133,133,"cloud",1,13.39665,"female",0.75,0.5,"['solid', 'polka-dotted', 'red', 'green']",NA,0,12,113,"task",NA,"22a2b",1,NA,NA,"task","square",0.5,5
"273",321,5700,0.3125,0.15625,NA,22,111,5,NA,"blue",1,"circle",NA,5,NA,"211-3",1,232,321,"shape",0.5,5,0.25,232,111,"cloud",2,13.39665,"female",0.85,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",NA,0,13,321,"task",NA,"211",1,NA,NA,"task","square",0.53125,5
"274",312,3470,0.333333333333333,0,NA,22,131,5,NA,"red",1,"circle",NA,5,NA,"211-3",1,312,131,"shape",0.5,5,0,222,222,"cloud",3,13.39665,"female",1,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",NA,0,14,312,"task",NA,"211",1,NA,NA,"task","square",0.666666666666667,5
"275",NA,NA,NA,NA,NA,22,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,13.39665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"276",NA,NA,NA,NA,"cloud",22,NA,5,"cloud",NA,NA,NA,"circle",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,13.39665,NA,NA,NA,NA,3,NA,NA,NA,NA,"circle",NA,NA,"square","square",NA,NA,NA,5
"277",113,8361,1,0,NA,23,321,4,NA,"green",0,"striped",NA,4,NA,"22b1-3",1,113,321,"texture",1,3,0,113,131,"solid",0,5.15125,"female",0,0.5,"['cloud', 'square', 'blue', 'green']",NA,0,3,131,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0,4
"278",323,19301,0.259259259259259,0.740740740740741,NA,23,131,4,NA,"square",0,"striped",NA,4,NA,"22b1-3",1,131,323,"texture",0.35,3,1,323,113,"solid",1,5.15125,"female",0,0.5,"['cloud', 'square', 'blue', 'green']",NA,0,4,113,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0,4
"279",321,26600,0.130434782608696,0.869565217391304,NA,23,321,4,NA,"blue",0,"striped",NA,4,NA,"311-3",1,312,333,"texture",0.15,3,1,333,321,"solid",2,5.15125,"female",0,0.5,"['square', 'blue', 'red', 'green']",NA,0,5,312,"task",NA,"311",2,NA,NA,"task","polka-dotted",0,4
"280",113,24601,0.393939393939394,0.606060606060606,NA,23,231,4,NA,"cloud",0,"striped",NA,4,NA,"22a2b-2a",1,231,113,"texture",0.65,3,1,233,233,"solid",3,5.15125,"female",0,0.5,"['cloud', 'circle', 'blue', 'green']",NA,0,6,113,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0,4
"281",NA,NA,NA,NA,NA,23,NA,4,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5.15125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"282",NA,NA,NA,NA,"solid",23,NA,4,"solid",NA,NA,NA,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5.15125,NA,NA,NA,NA,0,NA,NA,NA,NA,"striped",NA,NA,"polka-dotted","striped",NA,NA,NA,4
"283",321,25151,0.277777777777778,0.444444444444444,NA,23,321,4,NA,"square",1,"striped",NA,5,NA,"22b1-2",1,233,321,"texture",0.5,3,0.8,233,123,"solid",0,5.15125,"female",0.5,0,"['cloud', 'circle', 'square', 'blue', 'green']",NA,0.5,11,123,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.277777777777778,4
"284",133,22681,0.256410256410256,0.41025641025641,NA,23,222,4,NA,"cloud",1,"striped",NA,4,NA,"22a2b-2a",1,222,223,"texture",0.5,3,0.8,133,133,"solid",1,5.15125,"female",0.65,0,"['cloud', 'circle', 'red', 'green']",NA,0.5,12,223,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.333333333333333,4
"285",212,25410,0.171428571428571,0.457142857142857,NA,23,212,4,NA,"red",1,"striped",NA,3,NA,"321-3",1,233,223,"texture",0.3,3,0.8,233,212,"solid",2,5.15125,"female",0.65,0,"['circle', 'red', 'green']",NA,0.5,13,223,"task",NA,"321",2,NA,NA,"task","polka-dotted",0.371428571428571,4
"286",323,19481,0.121212121212121,0.484848484848485,NA,23,131,4,NA,"green",1,"striped",NA,5,NA,"211-3",1,213,323,"texture",0.2,3,0.8,323,131,"solid",3,5.15125,"female",0.65,0,"['cloud', 'circle', 'square', 'blue', 'green']",NA,0.5,14,213,"task",NA,"211",2,NA,NA,"task","polka-dotted",0.393939393939394,4
"287",NA,NA,NA,NA,NA,23,NA,4,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5.15125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"288",NA,NA,NA,NA,"striped",23,NA,4,"polka-dotted",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5.15125,NA,NA,NA,NA,2,NA,NA,NA,NA,"solid",NA,NA,"polka-dotted","striped",NA,NA,NA,4
"301",223,17370,0.0476190476190476,0.952380952380952,NA,25,231,4,NA,"green",0,"circle",NA,5,NA,"22b1-2",0,223,313,"shape",0.05,3,1,223,231,"cloud",0,29.3109833333333,"female",0,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",NA,1,3,313,"task",NA,"22b1",1,NA,NA,"task","square",0,5
"302",232,12710,0,1,NA,25,312,4,NA,"red",0,"circle",NA,4,NA,"22a2b-2a",0,312,232,"shape",0,3,1,313,313,"cloud",1,29.3109833333333,"female",0,0.5,"['solid', 'polka-dotted', 'red', 'green']",NA,1,4,232,"task",NA,"22a2b",1,NA,NA,"task","square",0,5
"303",232,6370,0,1,NA,25,312,4,NA,"polka-dotted",0,"circle",NA,4,NA,"311-3",0,312,122,"shape",0,3,1,232,232,"cloud",2,29.3109833333333,"female",0,0.5,"['solid', 'striped', 'polka-dotted', 'red']",NA,1,5,122,"task",NA,"311",1,NA,NA,"task","square",0,5
"304",212,2850,0,1,NA,25,212,4,NA,"solid",0,"circle",NA,3,NA,"321-3",0,122,212,"shape",0,3,1,122,312,"cloud",3,29.3109833333333,"female",0,0.5,"['solid', 'striped', 'red']",NA,1,6,312,"task",NA,"321",1,NA,NA,"task","square",0,5
"305",NA,NA,NA,NA,NA,25,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,29.3109833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"306",NA,NA,NA,NA,"cloud",25,NA,4,"square",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,29.3109833333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"square",NA,NA,"circle","circle",NA,NA,NA,5
"307",221,28142,0.655172413793103,0.344827586206897,NA,25,221,4,NA,"striped",1,"red",NA,5,NA,"22b1-2",0.5,221,333,"color",0.95,3,0.5,333,123,"blue",0,29.3109833333333,"female",0,1,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",NA,0,11,123,"task",NA,"22b1",3,NA,NA,"task","green",0,5
"308",231,11752,1,0,NA,25,231,4,NA,"polka-dotted",1,"red",NA,4,NA,"22a2b-2a",0.5,313,331,"color",0.95,3,0,313,231,"blue",1,29.3109833333333,"female",0,1,"['circle', 'square', 'solid', 'polka-dotted']",NA,0,12,331,"task",NA,"22a2b",3,NA,NA,"task","green",0,5
"309",311,11970,1,0,NA,25,311,4,NA,"solid",1,"red",NA,2,NA,"331-3",0.5,311,312,"color",0.95,3,0,313,313,"blue",2,29.3109833333333,"female",0,1,"['square', 'solid']",NA,0,13,312,"task",NA,"331",3,NA,NA,"task","green",0,5
"310",231,3081,1,0,NA,25,211,4,NA,"polka-dotted",1,"red",NA,4,NA,"321-2",0.5,211,231,"color",0.95,3,0,222,222,"blue",3,29.3109833333333,"female",0,1,"['circle', 'solid', 'striped', 'polka-dotted']",NA,0,14,231,"task",NA,"321",3,NA,NA,"task","green",0,5
"311",NA,NA,NA,NA,NA,25,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,29.3109833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"312",NA,NA,NA,NA,"green",25,NA,4,"green",NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,29.3109833333333,NA,NA,NA,NA,3,NA,NA,NA,NA,"red",NA,NA,"blue","blue",NA,NA,NA,5
"313",121,23031,0.19047619047619,0.761904761904762,NA,26,111,4,NA,"blue",0,"striped",NA,4,NA,"22a1-3",0,111,233,"texture",0.2,2,0.8,233,121,"solid",0,14.9955333333333,"male",0.05,0.5,"['cloud', 'circle', 'blue', 'green']",NA,1,3,121,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.0476190476190476,2
"314",122,9191,0.19047619047619,0.761904761904762,NA,26,122,4,NA,"cloud",0,"striped",NA,4,NA,"22a2b-2a",0,122,113,"texture",0.2,2,0.8,113,322,"solid",1,14.9955333333333,"male",0.05,0.5,"['cloud', 'square', 'red', 'green']",NA,1,4,322,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.0476190476190476,2
"315",222,4511,0.227272727272727,0.772727272727273,NA,26,112,4,NA,"circle",0,"striped",NA,4,NA,"321-2",0,222,112,"texture",0.25,2,0.85,322,322,"solid",2,14.9955333333333,"male",0,0.5,"['cloud', 'circle', 'square', 'red']",NA,1,5,222,"task",NA,"321",2,NA,NA,"task","polka-dotted",0,2
"316",222,3391,0.222222222222222,0.740740740740741,NA,26,331,4,NA,"circle",0,"striped",NA,4,NA,"22a1-3",0,212,331,"texture",0.3,2,1,222,222,"solid",3,14.9955333333333,"male",0.05,0.5,"['circle', 'square', 'blue', 'red']",NA,1,6,212,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.037037037037037,2
"317",NA,NA,NA,NA,NA,26,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14.9955333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"318",NA,NA,NA,NA,"solid",26,NA,4,"solid",NA,NA,NA,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14.9955333333333,NA,NA,NA,NA,3,NA,NA,NA,NA,"polka-dotted",NA,NA,"striped","striped",NA,NA,NA,2
"319",122,9641,0.227272727272727,0.772727272727273,NA,26,122,4,NA,"cloud",1,"striped",NA,4,NA,"22b1-3",1,113,332,"texture",0.25,2,0.85,113,122,"solid",0,14.9955333333333,"male",0,0,"['cloud', 'square', 'red', 'green']",NA,0.5,11,332,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0,2
"320",233,25440,0.227272727272727,0.181818181818182,NA,26,222,4,NA,"green",1,"striped",NA,3,NA,"322b-2",1,222,233,"texture",0.25,2,0.2,233,223,"solid",1,14.9955333333333,"male",0.65,0,"['circle', 'red', 'green']",NA,0.5,12,223,"task",NA,"322b",2,NA,NA,"task","polka-dotted",0.590909090909091,2
"321",113,8361,0.461538461538462,0.269230769230769,NA,26,321,4,NA,"green",1,"striped",NA,4,NA,"22b1-3",1,131,113,"texture",0.6,2,0.35,113,321,"solid",2,14.9955333333333,"male",0.35,0,"['cloud', 'square', 'blue', 'green']",NA,0.5,13,131,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.269230769230769,2
"322",332,7611,0.192307692307692,0.269230769230769,NA,26,121,4,NA,"red",1,"striped",NA,5,NA,"22b1-2",1,222,332,"texture",0.25,2,0.35,332,121,"solid",3,14.9955333333333,"male",0.7,0,"['cloud', 'circle', 'square', 'blue', 'red']",NA,0.5,14,222,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.538461538461539,2
"323",NA,NA,NA,NA,NA,26,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14.9955333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"324",NA,NA,NA,NA,"striped",26,NA,4,"striped",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14.9955333333333,NA,NA,NA,NA,3,NA,NA,NA,NA,"solid",NA,NA,"polka-dotted","polka-dotted",NA,NA,NA,2
"325",311,430,0.333333333333333,0.333333333333333,NA,27,311,5,NA,"solid",0,"circle",NA,4,NA,"321-2",0,221,311,"shape",0.5,3,0.5,231,231,"cloud",0,10.2775166666667,"male",0.5,0.5,"['solid', 'striped', 'polka-dotted', 'blue']",NA,1,3,221,"task",NA,"321",1,NA,NA,"task","square",0.333333333333333,4
"326",223,20230,0,1,NA,27,123,5,NA,"striped",0,"circle",NA,2,NA,"331-3",0,323,123,"shape",0,3,1,323,223,"cloud",1,10.2775166666667,"male",0,0.5,"['striped', 'green']",NA,1,4,223,"task",NA,"331",1,NA,NA,"task","square",0,4
"327",213,21970,0.37037037037037,0.62962962962963,NA,27,311,5,NA,"solid",0,"circle",NA,4,NA,"22b1-3",0,311,213,"shape",0.5,3,0.85,133,133,"cloud",2,10.2775166666667,"male",0,0.5,"['solid', 'polka-dotted', 'blue', 'green']",NA,1,5,213,"task",NA,"22b1",1,NA,NA,"task","square",0,4
"328",212,8630,0,1,NA,27,311,5,NA,"solid",0,"circle",NA,4,NA,"311-3",0,212,311,"shape",0,3,0.95,113,113,"cloud",3,10.2775166666667,"male",0,0.5,"['solid', 'blue', 'red', 'green']",NA,1,6,212,"task",NA,"311",1,NA,NA,"task","square",0,4
"329",NA,NA,NA,NA,NA,27,NA,5,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,10.2775166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"330",NA,NA,NA,NA,"cloud",27,NA,5,"square",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,10.2775166666667,NA,NA,NA,NA,2,NA,NA,NA,NA,"square",NA,NA,"circle","circle",NA,NA,NA,4
"331",212,2740,0.0689655172413793,0.586206896551724,NA,27,112,5,NA,"red",1,"circle",NA,3,NA,"322b-2",1,112,122,"shape",0.1,3,0.85,122,212,"cloud",0,10.2775166666667,"male",0.5,0,"['solid', 'striped', 'red']",NA,0.5,11,212,"task",NA,"322b",1,NA,NA,"task","square",0.344827586206897,4
"332",213,15180,0.0689655172413793,0.586206896551724,NA,27,332,5,NA,"green",1,"circle",NA,5,NA,"211-3",1,332,123,"shape",0.1,3,0.85,123,213,"cloud",1,10.2775166666667,"male",0.5,0,"['solid', 'striped', 'polka-dotted', 'red', 'green']",NA,0.5,12,213,"task",NA,"211",1,NA,NA,"task","square",0.344827586206897,4
"333",331,24280,0.0666666666666667,0.4,NA,27,331,5,NA,"polka-dotted",1,"circle",NA,4,NA,"321-2",1,233,331,"shape",0.1,3,0.6,233,232,"cloud",2,10.2775166666667,"male",0.8,0,"['polka-dotted', 'blue', 'red', 'green']",NA,0.5,13,232,"task",NA,"321",1,NA,NA,"task","square",0.533333333333333,4
"334",312,8720,0.0714285714285714,0.285714285714286,NA,27,211,5,NA,"solid",1,"circle",NA,4,NA,"311-3",1,113,211,"shape",0.1,3,0.4,113,312,"cloud",3,10.2775166666667,"male",0.9,0,"['solid', 'blue', 'red', 'green']",NA,0.5,14,312,"task",NA,"311",1,NA,NA,"task","square",0.642857142857143,4
"335",NA,NA,NA,NA,NA,27,NA,5,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,10.2775166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"336",NA,NA,NA,NA,"circle",27,NA,5,"circle",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,10.2775166666667,NA,NA,NA,NA,3,NA,NA,NA,NA,"cloud",NA,NA,"square","square",NA,NA,NA,4
"337",323,18420,0.0357142857142857,0.357142857142857,NA,28,321,2,NA,"green",0,"circle",NA,4,NA,"321-2",0,321,323,"shape",0.05,3,0.5,323,122,"cloud",0,9.74975,"male",0.85,1,"['striped', 'blue', 'red', 'green']",NA,0.5,3,122,"task",NA,"321",1,NA,NA,"task","square",0.607142857142857,5
"338",311,5480,0,0.230769230769231,NA,28,311,2,NA,"blue",0,"circle",NA,5,NA,"22b1-2",0,322,132,"shape",0,3,0.3,132,311,"cloud",1,9.74975,"male",1,1,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",NA,0.5,4,322,"task",NA,"22b1",1,NA,NA,"task","square",0.769230769230769,5
"339",122,14200,0.214285714285714,0.0714285714285714,NA,28,122,2,NA,"red",0,"circle",NA,3,NA,"322b-2",0,123,222,"shape",0.3,3,0.1,123,122,"cloud",2,9.74975,"male",1,1,"['striped', 'red', 'green']",NA,0.5,5,222,"task",NA,"322b",1,NA,NA,"task","square",0.714285714285714,5
"340",311,22570,0.214285714285714,0.0714285714285714,NA,28,311,2,NA,"blue",0,"circle",NA,5,NA,"211-3",0,223,133,"shape",0.3,3,0.1,133,311,"cloud",3,9.74975,"male",1,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",NA,0.5,6,223,"task",NA,"211",1,NA,NA,"task","square",0.714285714285714,5
"341",NA,NA,NA,NA,NA,28,NA,2,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.74975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
