simulatedAnswer,item,normResponse0,normResponse1,simRank1,workerid,obj1,Answer.score_quiz3,guessRank1,utterance,blockNr,pref1,guessRank2,numFeatures,certainty,targetUttCode,simPreference2,order1,order2,targetFeature,response0,Answer.score_quiz1,response1,obj3,order0,pref0,trialNum,Answer.time_in_minutes,sex,response2,simPreference0,featuresPresent,evalNum,simPreference1,slide_number,obj2,name,simRank2,uttCode,targetFeatureNum,simRank0,guessRank0,trial_type,pref2,normResponse2,Answer.score_quiz2
321,4671,0.25641025641025644,0.48717948717948717,,20,311,5,,square,0,striped,,4,,22a1-3,1,132,321,texture,0.5,4,0.95,132,311,solid,0,14.387716666666666,male,0.5,0,"['cloud', 'square', 'blue', 'red']",,0.5,3,321,task,,22a1,2,,,task,polka-dotted,0.25641025641025644,5
232,19041,0.20833333333333334,0.3958333333333333,,20,222,5,,circle,0,striped,,4,,22a2b-2b,1,232,222,texture,0.5,4,0.95,323,323,solid,1,14.387716666666666,male,0.95,0,"['circle', 'square', 'red', 'green']",,0.5,4,232,task,,22a2b,2,,,task,polka-dotted,0.3958333333333333,5
132,5531,0.20833333333333334,0.3958333333333333,,20,231,5,,red,0,striped,,5,,22b1-2,1,322,231,texture,0.5,4,0.95,132,132,solid,2,14.387716666666666,male,0.95,0,"['cloud', 'circle', 'square', 'blue', 'red']",,0.5,5,322,task,,22b1,2,,,task,polka-dotted,0.3958333333333333,5
233,24761,0.13636363636363635,0.43181818181818177,,20,321,5,,green,0,striped,,4,,22a1-3,1,233,321,texture,0.3,4,0.95,233,213,solid,3,14.387716666666666,male,0.95,0,"['circle', 'square', 'blue', 'green']",,0.5,6,213,task,,22a1,2,,,task,polka-dotted,0.43181818181818177,5
,,,,,20,,5,,,,,,,0.55,,,,,,,4,,,,,,14.387716666666666,,,,,,,,,,,,,,,,,,5
,,,,striped,20,,5,polka-dotted,,,,solid,,,,,,,,,4,,,,,,14.387716666666666,,,,,2,,,,,solid,,,polka-dotted,striped,,,,5
122,18400,0.48717948717948717,0.25641025641025644,,20,121,5,,striped,1,circle,,4,,321-2,0,121,323,shape,0.95,4,0.5,323,122,cloud,0,14.387716666666666,male,0.5,1,"['striped', 'blue', 'red', 'green']",,0.5,11,122,task,,321,1,,,task,square,0.25641025641025644,5
222,16440,0.3958333333333333,0.3958333333333333,,20,222,5,,red,1,circle,,3,,322b-2,0,222,223,shape,0.95,4,0.95,223,322,cloud,1,14.387716666666666,male,0.5,1,"['striped', 'red', 'green']",,0.5,12,322,task,,322b,1,,,task,square,0.20833333333333334,5
112,11770,0.4318181818181818,0.4318181818181818,,20,211,5,,solid,1,circle,,4,,311-3,0,313,112,shape,0.95,4,0.95,313,211,cloud,2,14.387716666666666,male,0.3,1,"['solid', 'blue', 'red', 'green']",,0.5,13,112,task,,311,1,,,task,square,0.13636363636363638,5
123,15180,0.4318181818181818,0.4318181818181818,,20,332,5,,green,1,circle,,5,,211-3,0,213,332,shape,0.95,4,0.95,123,123,cloud,3,14.387716666666666,male,0.3,1,"['solid', 'striped', 'polka-dotted', 'red', 'green']",,0.5,14,213,task,,211,1,,,task,square,0.13636363636363638,5
,,,,,20,,5,,,,,,,0.65,,,,,,,4,,,,,,14.387716666666666,,,,,,,,,,,,,,,,,,5
,,,,circle,20,,5,circle,,,,square,,,,,,,,,4,,,,,,14.387716666666666,,,,,3,,,,,square,,,cloud,cloud,,,,5
113,25711,0.7142857142857143,0.10714285714285715,,21,113,1,,cloud,0,striped,,4,,311-3,1,323,233,texture,1,3,0.15,233,113,solid,0,27.004733333333334,male,0.25,0,"['cloud', 'circle', 'square', 'green']",,0.5,3,323,task,,311,2,,,task,polka-dotted,0.17857142857142858,2
232,22711,0.25806451612903225,0.16129032258064516,,21,232,1,,red,0,striped,,4,,22b2b-2,1,133,232,texture,0.4,3,0.25,133,223,solid,1,27.004733333333334,male,0.9,0,"['cloud', 'circle', 'red', 'green']",,0.5,4,223,task,,22b2b,2,,,task,polka-dotted,0.5806451612903226,2
213,11371,0.5128205128205129,0.20512820512820515,,21,132,1,,circle,0,striped,,4,,22a2b-2a,1,213,113,texture,1,3,0.4,213,132,solid,2,27.004733333333334,male,0.55,0,"['cloud', 'circle', 'red', 'green']",,0.5,5,113,task,,22a2b,2,,,task,polka-dotted,0.2820512820512821,2
121,23311,0.06896551724137931,0.6206896551724138,,21,121,1,,cloud,0,striped,,5,,22b1-2,1,121,331,texture,0.1,3,0.9,233,233,solid,3,27.004733333333334,male,0.45,0,"['cloud', 'circle', 'square', 'blue', 'green']",,0.5,6,331,task,,22b1,2,,,task,polka-dotted,0.3103448275862069,2
,,,,,21,,1,,,,,,,1,,,,,,,3,,,,,,27.004733333333334,,,,,,,,,,,,,,,,,,2
,,,,striped,21,,1,polka-dotted,,,,solid,,,,,,,,,3,,,,,,27.004733333333334,,,,,2,,,,,solid,,,polka-dotted,striped,,,,2
113,8390,0.5714285714285714,0.14285714285714285,,21,311,1,,green,1,circle,,4,,22b1-3,0,311,231,shape,1,3,0.25,113,113,cloud,0,27.004733333333334,male,0.5,0.5,"['solid', 'polka-dotted', 'blue', 'green']",,1,11,231,task,,22b1,1,,,task,square,0.2857142857142857,2
111,3310,0.6060606060606061,0.30303030303030304,,21,111,1,,blue,1,circle,,4,,22a2b-2a,0,212,111,shape,1,3,0.5,222,222,cloud,1,27.004733333333334,male,0.15,0.5,"['solid', 'striped', 'blue', 'red']",,1,12,212,task,,22a2b,1,,,task,square,0.09090909090909091,2
131,2160,0.6451612903225807,0.2580645161290323,,21,131,1,,polka-dotted,1,circle,,4,,22a1-3,0,131,312,shape,1,3,0.4,312,212,cloud,2,27.004733333333334,male,0.15,0.5,"['solid', 'polka-dotted', 'blue', 'red']",,1,13,212,task,,22a1,1,,,task,square,0.09677419354838711,2
132,4690,0.5,0.225,,21,221,1,,polka-dotted,1,circle,,4,,22a1-3,0,132,321,shape,1,3,0.45,132,221,cloud,3,27.004733333333334,male,0.55,0.5,"['striped', 'polka-dotted', 'blue', 'red']",,1,14,321,task,,22a1,1,,,task,square,0.275,2
,,,,,21,,1,,,,,,,1,,,,,,,3,,,,,,27.004733333333334,,,,,,,,,,,,,,,,,,2
,,,,cloud,21,,1,square,,,,circle,,,,,,,,,3,,,,,,27.004733333333334,,,,,1,,,,,square,,,circle,cloud,,,,2
223,25430,0.19999999999999998,0.4666666666666666,,22,122,5,,striped,0,circle,,4,,22a2b-2a,1,223,122,shape,0.3,5,0.7,233,233,cloud,0,13.39665,female,0.5,0,"['striped', 'polka-dotted', 'red', 'green']",,0.5,3,223,task,,22a2b,1,,,task,square,0.3333333333333333,5
323,25620,0.16666666666666666,0.3333333333333333,,22,112,5,,green,0,circle,,5,,211-3,1,112,233,shape,0.25,5,0.5,233,323,cloud,1,13.39665,female,0.75,0,"['solid', 'striped', 'polka-dotted', 'red', 'green']",,0.5,4,323,task,,211,1,,,task,square,0.5,5
322,4230,0.15625,0.3125,,22,221,5,,striped,0,circle,,4,,22a2b-2a,1,221,322,shape,0.25,5,0.5,322,312,cloud,2,13.39665,female,0.85,0,"['solid', 'striped', 'blue', 'red']",,0.5,5,312,task,,22a2b,1,,,task,square,0.53125,5
222,23900,0,0.3448275862068966,,22,122,5,,striped,0,circle,,4,,22a2b-2b,1,122,222,shape,0,5,0.5,233,233,cloud,3,13.39665,female,0.95,0,"['striped', 'polka-dotted', 'red', 'green']",,0.5,6,222,task,,22a2b,1,,,task,square,0.6551724137931034,5
,,,,,22,,5,,,,,,,1,,,,,,,5,,,,,,13.39665,,,,,,,,,,,,,,,,,,5
,,,,circle,22,,5,circle,,,,cloud,,,,,,,,,5,,,,,,13.39665,,,,,3,,,,,cloud,,,square,square,,,,5
131,15670,0.4666666666666666,0.19999999999999998,,22,131,5,,polka-dotted,1,circle,,4,,22a2b-2b,1,231,131,shape,0.7,5,0.3,223,223,cloud,0,13.39665,female,0.5,0.5,"['striped', 'polka-dotted', 'blue', 'green']",,0,11,231,task,,22a2b,1,,,task,square,0.3333333333333333,5
312,21880,0.3333333333333333,0.16666666666666666,,22,312,5,,solid,1,circle,,4,,22a2b-2a,1,312,113,shape,0.5,5,0.25,133,133,cloud,1,13.39665,female,0.75,0.5,"['solid', 'polka-dotted', 'red', 'green']",,0,12,113,task,,22a2b,1,,,task,square,0.5,5
321,5700,0.3125,0.15625,,22,111,5,,blue,1,circle,,5,,211-3,1,232,321,shape,0.5,5,0.25,232,111,cloud,2,13.39665,female,0.85,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",,0,13,321,task,,211,1,,,task,square,0.53125,5
312,3470,0.3333333333333333,0,,22,131,5,,red,1,circle,,5,,211-3,1,312,131,shape,0.5,5,0,222,222,cloud,3,13.39665,female,1,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",,0,14,312,task,,211,1,,,task,square,0.6666666666666666,5
,,,,,22,,5,,,,,,,1,,,,,,,5,,,,,,13.39665,,,,,,,,,,,,,,,,,,5
,,,,cloud,22,,5,cloud,,,,circle,,,,,,,,,5,,,,,,13.39665,,,,,3,,,,,circle,,,square,square,,,,5
113,8361,1,0,,23,321,4,,green,0,striped,,4,,22b1-3,1,113,321,texture,1,3,0,113,131,solid,0,5.15125,female,0,0.5,"['cloud', 'square', 'blue', 'green']",,0,3,131,task,,22b1,2,,,task,polka-dotted,0,4
323,19301,0.25925925925925924,0.7407407407407407,,23,131,4,,square,0,striped,,4,,22b1-3,1,131,323,texture,0.35,3,1,323,113,solid,1,5.15125,female,0,0.5,"['cloud', 'square', 'blue', 'green']",,0,4,113,task,,22b1,2,,,task,polka-dotted,0,4
321,26600,0.13043478260869565,0.8695652173913044,,23,321,4,,blue,0,striped,,4,,311-3,1,312,333,texture,0.15,3,1,333,321,solid,2,5.15125,female,0,0.5,"['square', 'blue', 'red', 'green']",,0,5,312,task,,311,2,,,task,polka-dotted,0,4
113,24601,0.393939393939394,0.6060606060606061,,23,231,4,,cloud,0,striped,,4,,22a2b-2a,1,231,113,texture,0.65,3,1,233,233,solid,3,5.15125,female,0,0.5,"['cloud', 'circle', 'blue', 'green']",,0,6,113,task,,22a2b,2,,,task,polka-dotted,0,4
,,,,,23,,4,,,,,,,0.1,,,,,,,3,,,,,,5.15125,,,,,,,,,,,,,,,,,,4
,,,,solid,23,,4,solid,,,,polka-dotted,,,,,,,,,3,,,,,,5.15125,,,,,0,,,,,striped,,,polka-dotted,striped,,,,4
321,25151,0.2777777777777778,0.4444444444444445,,23,321,4,,square,1,striped,,5,,22b1-2,1,233,321,texture,0.5,3,0.8,233,123,solid,0,5.15125,female,0.5,0,"['cloud', 'circle', 'square', 'blue', 'green']",,0.5,11,123,task,,22b1,2,,,task,polka-dotted,0.2777777777777778,4
133,22681,0.2564102564102564,0.41025641025641024,,23,222,4,,cloud,1,striped,,4,,22a2b-2a,1,222,223,texture,0.5,3,0.8,133,133,solid,1,5.15125,female,0.65,0,"['cloud', 'circle', 'red', 'green']",,0.5,12,223,task,,22a2b,2,,,task,polka-dotted,0.3333333333333333,4
212,25410,0.17142857142857143,0.4571428571428572,,23,212,4,,red,1,striped,,3,,321-3,1,233,223,texture,0.3,3,0.8,233,212,solid,2,5.15125,female,0.65,0,"['circle', 'red', 'green']",,0.5,13,223,task,,321,2,,,task,polka-dotted,0.37142857142857144,4
323,19481,0.12121212121212123,0.4848484848484849,,23,131,4,,green,1,striped,,5,,211-3,1,213,323,texture,0.2,3,0.8,323,131,solid,3,5.15125,female,0.65,0,"['cloud', 'circle', 'square', 'blue', 'green']",,0.5,14,213,task,,211,2,,,task,polka-dotted,0.393939393939394,4
,,,,,23,,4,,,,,,,0.2,,,,,,,3,,,,,,5.15125,,,,,,,,,,,,,,,,,,4
,,,,striped,23,,4,polka-dotted,,,,solid,,,,,,,,,3,,,,,,5.15125,,,,,2,,,,,solid,,,polka-dotted,striped,,,,4
333,28340,0.17857142857142858,0.14285714285714288,,24,121,3,,polka-dotted,0,circle,,4,,22b1-3,0,121,333,shape,0.25,3,0.2,333,223,cloud,0,8.71555,female,0.95,1,"['striped', 'polka-dotted', 'blue', 'green']",,0.5,3,223,task,,22b1,1,,,task,square,0.6785714285714286,3
311,10370,0.08695652173913045,0.08695652173913045,,24,311,3,,blue,0,circle,,5,,211-3,0,122,311,shape,0.1,3,0.1,213,213,cloud,1,8.71555,female,0.95,1,"['solid', 'striped', 'blue', 'red', 'green']",,0.5,4,122,task,,211,1,,,task,square,0.8260869565217391,3
231,14420,0,0.20833333333333334,,24,231,3,,blue,0,circle,,5,,22b1-2,0,123,231,shape,0,3,0.25,123,132,cloud,2,8.71555,female,0.95,1,"['striped', 'polka-dotted', 'blue', 'red', 'green']",,0.5,5,132,task,,22b1,1,,,task,square,0.7916666666666666,3
231,8390,0,0.5,,24,311,3,,blue,0,circle,,4,,22b1-3,0,113,311,shape,0,3,0.45,113,231,cloud,3,8.71555,female,0.45,1,"['solid', 'polka-dotted', 'blue', 'green']",,0.5,6,231,task,,22b1,1,,,task,square,0.5,3
,,,,,24,,3,,,,,,,0.4,,,,,,,3,,,,,,8.71555,,,,,,,,,,,,,,,,,,3
,,,,circle,24,,3,square,,,,cloud,,,,,,,,,3,,,,,,8.71555,,,,,1,,,,,square,,,cloud,circle,,,,3
133,25971,0.3333333333333333,0.2333333333333333,,24,123,3,,cloud,1,striped,,3,,322b-2,1,123,133,texture,0.5,3,0.35,233,233,solid,0,8.71555,female,0.65,0.5,"['cloud', 'circle', 'green']",,0,11,133,task,,322b,2,,,task,polka-dotted,0.43333333333333335,3
232,5701,0.25,0.17857142857142858,,24,111,3,,red,1,striped,,5,,211-3,1,232,321,texture,0.35,3,0.25,232,111,solid,1,8.71555,female,0.8,0.5,"['cloud', 'circle', 'square', 'blue', 'red']",,0,12,321,task,,211,2,,,task,polka-dotted,0.5714285714285715,3
331,2501,0.20833333333333331,0.12499999999999997,,24,311,3,,blue,1,striped,,4,,22a1-3,1,331,122,texture,0.25,3,0.15,122,311,solid,2,8.71555,female,0.8,0.5,"['cloud', 'square', 'blue', 'red']",,0,13,331,task,,22a1,2,,,task,polka-dotted,0.6666666666666666,3
311,4671,0.5789473684210527,0.15789473684210525,,24,311,3,,square,1,striped,,4,,22a1-3,1,311,321,texture,0.55,3,0.15,132,132,solid,3,8.71555,female,0.25,0.5,"['cloud', 'square', 'blue', 'red']",,0,14,321,task,,22a1,2,,,task,polka-dotted,0.2631578947368421,3
,,,,,24,,3,,,,,,,0.4,,,,,,,3,,,,,,8.71555,,,,,,,,,,,,,,,,,,3
,,,,solid,24,,3,polka-dotted,,,,striped,,,,,,,,,3,,,,,,8.71555,,,,,2,,,,,striped,,,polka-dotted,solid,,,,3
223,17370,0.047619047619047616,0.9523809523809523,,25,231,4,,green,0,circle,,5,,22b1-2,0,223,313,shape,0.05,3,1,223,231,cloud,0,29.310983333333333,female,0,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",,1,3,313,task,,22b1,1,,,task,square,0,5
232,12710,0,1,,25,312,4,,red,0,circle,,4,,22a2b-2a,0,312,232,shape,0,3,1,313,313,cloud,1,29.310983333333333,female,0,0.5,"['solid', 'polka-dotted', 'red', 'green']",,1,4,232,task,,22a2b,1,,,task,square,0,5
232,6370,0,1,,25,312,4,,polka-dotted,0,circle,,4,,311-3,0,312,122,shape,0,3,1,232,232,cloud,2,29.310983333333333,female,0,0.5,"['solid', 'striped', 'polka-dotted', 'red']",,1,5,122,task,,311,1,,,task,square,0,5
212,2850,0,1,,25,212,4,,solid,0,circle,,3,,321-3,0,122,212,shape,0,3,1,122,312,cloud,3,29.310983333333333,female,0,0.5,"['solid', 'striped', 'red']",,1,6,312,task,,321,1,,,task,square,0,5
,,,,,25,,4,,,,,,,1,,,,,,,3,,,,,,29.310983333333333,,,,,,,,,,,,,,,,,,5
,,,,cloud,25,,4,square,,,,cloud,,,,,,,,,3,,,,,,29.310983333333333,,,,,2,,,,,square,,,circle,circle,,,,5
221,28142,0.6551724137931034,0.3448275862068966,,25,221,4,,striped,1,red,,5,,22b1-2,0.5,221,333,color,0.95,3,0.5,333,123,blue,0,29.310983333333333,female,0,1,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",,0,11,123,task,,22b1,3,,,task,green,0,5
231,11752,1,0,,25,231,4,,polka-dotted,1,red,,4,,22a2b-2a,0.5,313,331,color,0.95,3,0,313,231,blue,1,29.310983333333333,female,0,1,"['circle', 'square', 'solid', 'polka-dotted']",,0,12,331,task,,22a2b,3,,,task,green,0,5
311,11970,1,0,,25,311,4,,solid,1,red,,2,,331-3,0.5,311,312,color,0.95,3,0,313,313,blue,2,29.310983333333333,female,0,1,"['square', 'solid']",,0,13,312,task,,331,3,,,task,green,0,5
231,3081,1,0,,25,211,4,,polka-dotted,1,red,,4,,321-2,0.5,211,231,color,0.95,3,0,222,222,blue,3,29.310983333333333,female,0,1,"['circle', 'solid', 'striped', 'polka-dotted']",,0,14,231,task,,321,3,,,task,green,0,5
,,,,,25,,4,,,,,,,1,,,,,,,3,,,,,,29.310983333333333,,,,,,,,,,,,,,,,,,5
,,,,green,25,,4,green,,,,red,,,,,,,,,3,,,,,,29.310983333333333,,,,,3,,,,,red,,,blue,blue,,,,5
121,23031,0.19047619047619047,0.7619047619047619,,26,111,4,,blue,0,striped,,4,,22a1-3,0,111,233,texture,0.2,2,0.8,233,121,solid,0,14.995533333333332,male,0.05,0.5,"['cloud', 'circle', 'blue', 'green']",,1,3,121,task,,22a1,2,,,task,polka-dotted,0.047619047619047616,2
122,9191,0.19047619047619047,0.7619047619047619,,26,122,4,,cloud,0,striped,,4,,22a2b-2a,0,122,113,texture,0.2,2,0.8,113,322,solid,1,14.995533333333332,male,0.05,0.5,"['cloud', 'square', 'red', 'green']",,1,4,322,task,,22a2b,2,,,task,polka-dotted,0.047619047619047616,2
222,4511,0.22727272727272727,0.7727272727272726,,26,112,4,,circle,0,striped,,4,,321-2,0,222,112,texture,0.25,2,0.85,322,322,solid,2,14.995533333333332,male,0,0.5,"['cloud', 'circle', 'square', 'red']",,1,5,222,task,,321,2,,,task,polka-dotted,0,2
222,3391,0.2222222222222222,0.7407407407407407,,26,331,4,,circle,0,striped,,4,,22a1-3,0,212,331,texture,0.3,2,1,222,222,solid,3,14.995533333333332,male,0.05,0.5,"['circle', 'square', 'blue', 'red']",,1,6,212,task,,22a1,2,,,task,polka-dotted,0.037037037037037035,2
,,,,,26,,4,,,,,,,1,,,,,,,2,,,,,,14.995533333333332,,,,,,,,,,,,,,,,,,2
,,,,solid,26,,4,solid,,,,polka-dotted,,,,,,,,,2,,,,,,14.995533333333332,,,,,3,,,,,polka-dotted,,,striped,striped,,,,2
122,9641,0.22727272727272727,0.7727272727272726,,26,122,4,,cloud,1,striped,,4,,22b1-3,1,113,332,texture,0.25,2,0.85,113,122,solid,0,14.995533333333332,male,0,0,"['cloud', 'square', 'red', 'green']",,0.5,11,332,task,,22b1,2,,,task,polka-dotted,0,2
233,25440,0.22727272727272727,0.18181818181818182,,26,222,4,,green,1,striped,,3,,322b-2,1,222,233,texture,0.25,2,0.2,233,223,solid,1,14.995533333333332,male,0.65,0,"['circle', 'red', 'green']",,0.5,12,223,task,,322b,2,,,task,polka-dotted,0.5909090909090908,2
113,8361,0.46153846153846156,0.2692307692307693,,26,321,4,,green,1,striped,,4,,22b1-3,1,131,113,texture,0.6,2,0.35,113,321,solid,2,14.995533333333332,male,0.35,0,"['cloud', 'square', 'blue', 'green']",,0.5,13,131,task,,22b1,2,,,task,polka-dotted,0.2692307692307693,2
332,7611,0.19230769230769235,0.2692307692307693,,26,121,4,,red,1,striped,,5,,22b1-2,1,222,332,texture,0.25,2,0.35,332,121,solid,3,14.995533333333332,male,0.7,0,"['cloud', 'circle', 'square', 'blue', 'red']",,0.5,14,222,task,,22b1,2,,,task,polka-dotted,0.5384615384615385,2
,,,,,26,,4,,,,,,,1,,,,,,,2,,,,,,14.995533333333332,,,,,,,,,,,,,,,,,,2
,,,,striped,26,,4,striped,,,,solid,,,,,,,,,2,,,,,,14.995533333333332,,,,,3,,,,,solid,,,polka-dotted,polka-dotted,,,,2
311,430,0.3333333333333333,0.3333333333333333,,27,311,5,,solid,0,circle,,4,,321-2,0,221,311,shape,0.5,3,0.5,231,231,cloud,0,10.277516666666667,male,0.5,0.5,"['solid', 'striped', 'polka-dotted', 'blue']",,1,3,221,task,,321,1,,,task,square,0.3333333333333333,4
223,20230,0,1,,27,123,5,,striped,0,circle,,2,,331-3,0,323,123,shape,0,3,1,323,223,cloud,1,10.277516666666667,male,0,0.5,"['striped', 'green']",,1,4,223,task,,331,1,,,task,square,0,4
213,21970,0.37037037037037035,0.6296296296296295,,27,311,5,,solid,0,circle,,4,,22b1-3,0,311,213,shape,0.5,3,0.85,133,133,cloud,2,10.277516666666667,male,0,0.5,"['solid', 'polka-dotted', 'blue', 'green']",,1,5,213,task,,22b1,1,,,task,square,0,4
212,8630,0,1,,27,311,5,,solid,0,circle,,4,,311-3,0,212,311,shape,0,3,0.95,113,113,cloud,3,10.277516666666667,male,0,0.5,"['solid', 'blue', 'red', 'green']",,1,6,212,task,,311,1,,,task,square,0,4
,,,,,27,,5,,,,,,,0.75,,,,,,,3,,,,,,10.277516666666667,,,,,,,,,,,,,,,,,,4
,,,,cloud,27,,5,square,,,,cloud,,,,,,,,,3,,,,,,10.277516666666667,,,,,2,,,,,square,,,circle,circle,,,,4
212,2740,0.06896551724137931,0.5862068965517241,,27,112,5,,red,1,circle,,3,,322b-2,1,112,122,shape,0.1,3,0.85,122,212,cloud,0,10.277516666666667,male,0.5,0,"['solid', 'striped', 'red']",,0.5,11,212,task,,322b,1,,,task,square,0.3448275862068966,4
213,15180,0.06896551724137931,0.5862068965517241,,27,332,5,,green,1,circle,,5,,211-3,1,332,123,shape,0.1,3,0.85,123,213,cloud,1,10.277516666666667,male,0.5,0,"['solid', 'striped', 'polka-dotted', 'red', 'green']",,0.5,12,213,task,,211,1,,,task,square,0.3448275862068966,4
331,24280,0.06666666666666667,0.39999999999999997,,27,331,5,,polka-dotted,1,circle,,4,,321-2,1,233,331,shape,0.1,3,0.6,233,232,cloud,2,10.277516666666667,male,0.8,0,"['polka-dotted', 'blue', 'red', 'green']",,0.5,13,232,task,,321,1,,,task,square,0.5333333333333333,4
312,8720,0.07142857142857144,0.28571428571428575,,27,211,5,,solid,1,circle,,4,,311-3,1,113,211,shape,0.1,3,0.4,113,312,cloud,3,10.277516666666667,male,0.9,0,"['solid', 'blue', 'red', 'green']",,0.5,14,312,task,,311,1,,,task,square,0.6428571428571429,4
,,,,,27,,5,,,,,,,0.75,,,,,,,3,,,,,,10.277516666666667,,,,,,,,,,,,,,,,,,4
,,,,circle,27,,5,circle,,,,cloud,,,,,,,,,3,,,,,,10.277516666666667,,,,,3,,,,,cloud,,,square,square,,,,4
323,18420,0.03571428571428572,0.35714285714285715,,28,321,2,,green,0,circle,,4,,321-2,0,321,323,shape,0.05,3,0.5,323,122,cloud,0,9.74975,male,0.85,1,"['striped', 'blue', 'red', 'green']",,0.5,3,122,task,,321,1,,,task,square,0.6071428571428572,5
311,5480,0,0.23076923076923075,,28,311,2,,blue,0,circle,,5,,22b1-2,0,322,132,shape,0,3,0.3,132,311,cloud,1,9.74975,male,1,1,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",,0.5,4,322,task,,22b1,1,,,task,square,0.7692307692307692,5
122,14200,0.2142857142857143,0.07142857142857144,,28,122,2,,red,0,circle,,3,,322b-2,0,123,222,shape,0.3,3,0.1,123,122,cloud,2,9.74975,male,1,1,"['striped', 'red', 'green']",,0.5,5,222,task,,322b,1,,,task,square,0.7142857142857143,5
311,22570,0.2142857142857143,0.07142857142857144,,28,311,2,,blue,0,circle,,5,,211-3,0,223,133,shape,0.3,3,0.1,133,311,cloud,3,9.74975,male,1,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",,0.5,6,223,task,,211,1,,,task,square,0.7142857142857143,5
,,,,,28,,2,,,,,,,0.65,,,,,,,3,,,,,,9.74975,,,,,,,,,,,,,,,,,,5
,,,,circle,28,,2,cloud,,,,circle,,,,,,,,,3,,,,,,9.74975,,,,,1,,,,,square,,,cloud,square,,,,5
332,11102,0.24137931034482754,0.5172413793103448,,28,321,2,,polka-dotted,1,red,,5,,211-3,0,213,321,color,0.35,3,0.75,213,332,blue,0,9.74975,male,0.35,0.5,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",,1,11,332,task,,211,3,,,task,green,0.24137931034482754,5
111,14662,0.33333333333333337,0.4545454545454546,,28,111,2,,solid,1,red,,5,,211-3,0,123,111,color,0.55,3,0.75,123,332,blue,1,9.74975,male,0.35,0.5,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",,1,12,332,task,,211,3,,,task,green,0.21212121212121213,5
113,9432,0.35714285714285715,0.2857142857142857,,28,231,2,,solid,1,red,,4,,22a1-3,0,232,231,color,0.75,3,0.6,113,113,blue,2,9.74975,male,0.75,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",,1,13,232,task,,22a1,3,,,task,green,0.35714285714285715,5
222,3262,0.2777777777777778,0.4444444444444445,,28,221,2,,striped,1,red,,4,,22a2b-2b,0,112,222,color,0.5,3,0.8,222,221,blue,3,9.74975,male,0.5,0.5,"['cloud', 'circle', 'solid', 'striped']",,1,14,112,task,,22a2b,3,,,task,green,0.2777777777777778,5
,,,,,28,,2,,,,,,,0.3,,,,,,,3,,,,,,9.74975,,,,,,,,,,,,,,,,,,5
,,,,blue,28,,2,green,,,,blue,,,,,,,,,3,,,,,,9.74975,,,,,2,,,,,green,,,red,red,,,,5
131,21350,0.393939393939394,0.15151515151515152,,29,131,2,,cloud,0,red,,2,,331-3,0,132,133,color,0.65,0,0.25,133,131,blue,0,18.537283333333335,female,0.75,1,"['cloud', 'polka-dotted']",,0.5,3,132,task,,331,3,,,task,green,0.4545454545454546,2
131,7071,0.3214285714285714,0.2857142857142857,,29,131,2,,polka-dotted,0,red,,4,,321-2,0,231,332,color,0.45,0,0.4,332,131,blue,1,18.537283333333335,female,0.55,1,"['cloud', 'circle', 'square', 'polka-dotted']",,0.5,4,231,task,,321,3,,,task,green,0.39285714285714285,2
213,11372,0.34285714285714286,0.1142857142857143,,29,132,2,,circle,0,red,,4,,22a2b-2a,0,132,113,color,0.6,0,0.2,213,213,blue,2,18.537283333333335,female,0.95,1,"['cloud', 'circle', 'solid', 'polka-dotted']",,0.5,5,113,task,,22a2b,3,,,task,green,0.5428571428571428,2
121,6682,0.38709677419354843,0.19354838709677422,,29,121,2,,cloud,0,red,,4,,22a2b-2a,0,132,232,color,0.6,0,0.3,232,121,blue,3,18.537283333333335,female,0.65,1,"['cloud', 'circle', 'striped', 'polka-dotted']",,0.5,6,132,task,,22a2b,3,,,task,green,0.4193548387096775,2
,,,,,29,,2,,,,,,,0.7,,,,,,,0,,,,,,18.537283333333335,,,,,,,,,,,,,,,,,,2
,,,,red,29,,2,blue,,,,red,,,,,,,,,0,,,,,,18.537283333333335,,,,,1,,,,,green,,,blue,green,,,,2
133,22960,0.3793103448275862,0.2068965517241379,,29,213,2,,polka-dotted,1,circle,,4,,311-3,0,133,323,shape,0.55,0,0.3,133,213,cloud,0,18.537283333333335,female,0.6,1,"['solid', 'striped', 'polka-dotted', 'green']",,0.5,11,323,task,,311,1,,,task,square,0.4137931034482758,2
131,8670,0.4444444444444444,0.25925925925925924,,29,131,2,,blue,1,circle,,5,,22b1-2,0,113,212,shape,0.6,0,0.35,113,131,cloud,1,18.537283333333335,female,0.4,1,"['solid', 'polka-dotted', 'blue', 'red', 'green']",,0.5,12,212,task,,22b1,1,,,task,square,0.2962962962962963,2
