"","workerid","simulatedAnswer","item","normResponse0","normResponse1","simRank1","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","obj2","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","pref2","normResponse2","Answer.score_quiz2","assess","enjoyment","education","age","comments","language","gender"
"142",23,133,22681,0.256410256410256,0.41025641025641,"striped",222,4,"polka-dotted","cloud",1,"striped","solid",4,0.2,"22a2b-2a",1,222,223,"texture",0.5,3,0.8,133,133,"solid",1,5.15125,"female",0.65,0,"['cloud', 'circle', 'red', 'green']",2,0.5,223,"solid","22a2b",2,"polka-dotted","striped","polka-dotted",0.333333333333333,4,"Yes",2,3,24,NA,"English","Female"
"143",23,212,25410,0.171428571428571,0.457142857142857,"striped",212,4,"polka-dotted","red",1,"striped","solid",3,0.2,"321-3",1,233,223,"texture",0.3,3,0.8,233,212,"solid",2,5.15125,"female",0.65,0,"['circle', 'red', 'green']",2,0.5,223,"solid","321",2,"polka-dotted","striped","polka-dotted",0.371428571428571,4,"Yes",2,3,24,NA,"English","Female"
"144",23,323,19481,0.121212121212121,0.484848484848485,"striped",131,4,"polka-dotted","green",1,"striped","solid",5,0.2,"211-3",1,213,323,"texture",0.2,3,0.8,323,131,"solid",3,5.15125,"female",0.65,0,"['cloud', 'circle', 'square', 'blue', 'green']",2,0.5,213,"solid","211",2,"polka-dotted","striped","polka-dotted",0.393939393939394,4,"Yes",2,3,24,NA,"English","Female"
"145",25,223,17370,0.0476190476190476,0.952380952380952,"cloud",231,4,"square","green",0,"circle","cloud",5,1,"22b1-2",0,223,313,"shape",0.05,3,1,223,231,"cloud",0,29.3109833333333,"female",0,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",2,1,313,"square","22b1",1,"circle","circle","square",0,5,"Yes",2,2,29,"none","English","Male"
"146",25,232,12710,0,1,"cloud",312,4,"square","red",0,"circle","cloud",4,1,"22a2b-2a",0,312,232,"shape",0,3,1,313,313,"cloud",1,29.3109833333333,"female",0,0.5,"['solid', 'polka-dotted', 'red', 'green']",2,1,232,"square","22a2b",1,"circle","circle","square",0,5,"Yes",2,2,29,"none","English","Male"
"147",25,232,6370,0,1,"cloud",312,4,"square","polka-dotted",0,"circle","cloud",4,1,"311-3",0,312,122,"shape",0,3,1,232,232,"cloud",2,29.3109833333333,"female",0,0.5,"['solid', 'striped', 'polka-dotted', 'red']",2,1,122,"square","311",1,"circle","circle","square",0,5,"Yes",2,2,29,"none","English","Male"
"148",25,212,2850,0,1,"cloud",212,4,"square","solid",0,"circle","cloud",3,1,"321-3",0,122,212,"shape",0,3,1,122,312,"cloud",3,29.3109833333333,"female",0,0.5,"['solid', 'striped', 'red']",2,1,312,"square","321",1,"circle","circle","square",0,5,"Yes",2,2,29,"none","English","Male"
"149",25,221,28142,0.655172413793103,0.344827586206897,"green",221,4,"green","striped",1,"red","red",5,1,"22b1-2",0.5,221,333,"color",0.95,3,0.5,333,123,"blue",0,29.3109833333333,"female",0,1,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",3,0,123,"red","22b1",3,"blue","blue","green",0,5,"Yes",2,2,29,"none","English","Male"
"150",25,231,11752,1,0,"green",231,4,"green","polka-dotted",1,"red","red",4,1,"22a2b-2a",0.5,313,331,"color",0.95,3,0,313,231,"blue",1,29.3109833333333,"female",0,1,"['circle', 'square', 'solid', 'polka-dotted']",3,0,331,"red","22a2b",3,"blue","blue","green",0,5,"Yes",2,2,29,"none","English","Male"
"151",25,311,11970,1,0,"green",311,4,"green","solid",1,"red","red",2,1,"331-3",0.5,311,312,"color",0.95,3,0,313,313,"blue",2,29.3109833333333,"female",0,1,"['square', 'solid']",3,0,312,"red","331",3,"blue","blue","green",0,5,"Yes",2,2,29,"none","English","Male"
"152",25,231,3081,1,0,"green",211,4,"green","polka-dotted",1,"red","red",4,1,"321-2",0.5,211,231,"color",0.95,3,0,222,222,"blue",3,29.3109833333333,"female",0,1,"['circle', 'solid', 'striped', 'polka-dotted']",3,0,231,"red","321",3,"blue","blue","green",0,5,"Yes",2,2,29,"none","English","Male"
"153",26,121,23031,0.19047619047619,0.761904761904762,"solid",111,4,"solid","blue",0,"striped","polka-dotted",4,1,"22a1-3",0,111,233,"texture",0.2,2,0.8,233,121,"solid",0,14.9955333333333,"male",0.05,0.5,"['cloud', 'circle', 'blue', 'green']",3,1,121,"polka-dotted","22a1",2,"striped","striped","polka-dotted",0.0476190476190476,2,"Yes",2,3,27,NA,"English","Male"
"154",26,122,9191,0.19047619047619,0.761904761904762,"solid",122,4,"solid","cloud",0,"striped","polka-dotted",4,1,"22a2b-2a",0,122,113,"texture",0.2,2,0.8,113,322,"solid",1,14.9955333333333,"male",0.05,0.5,"['cloud', 'square', 'red', 'green']",3,1,322,"polka-dotted","22a2b",2,"striped","striped","polka-dotted",0.0476190476190476,2,"Yes",2,3,27,NA,"English","Male"
"155",26,222,4511,0.227272727272727,0.772727272727273,"solid",112,4,"solid","circle",0,"striped","polka-dotted",4,1,"321-2",0,222,112,"texture",0.25,2,0.85,322,322,"solid",2,14.9955333333333,"male",0,0.5,"['cloud', 'circle', 'square', 'red']",3,1,222,"polka-dotted","321",2,"striped","striped","polka-dotted",0,2,"Yes",2,3,27,NA,"English","Male"
"156",26,222,3391,0.222222222222222,0.740740740740741,"solid",331,4,"solid","circle",0,"striped","polka-dotted",4,1,"22a1-3",0,212,331,"texture",0.3,2,1,222,222,"solid",3,14.9955333333333,"male",0.05,0.5,"['circle', 'square', 'blue', 'red']",3,1,212,"polka-dotted","22a1",2,"striped","striped","polka-dotted",0.037037037037037,2,"Yes",2,3,27,NA,"English","Male"
"157",26,122,9641,0.227272727272727,0.772727272727273,"striped",122,4,"striped","cloud",1,"striped","solid",4,1,"22b1-3",1,113,332,"texture",0.25,2,0.85,113,122,"solid",0,14.9955333333333,"male",0,0,"['cloud', 'square', 'red', 'green']",3,0.5,332,"solid","22b1",2,"polka-dotted","polka-dotted","polka-dotted",0,2,"Yes",2,3,27,NA,"English","Male"
"158",26,233,25440,0.227272727272727,0.181818181818182,"striped",222,4,"striped","green",1,"striped","solid",3,1,"322b-2",1,222,233,"texture",0.25,2,0.2,233,223,"solid",1,14.9955333333333,"male",0.65,0,"['circle', 'red', 'green']",3,0.5,223,"solid","322b",2,"polka-dotted","polka-dotted","polka-dotted",0.590909090909091,2,"Yes",2,3,27,NA,"English","Male"
"159",26,113,8361,0.461538461538462,0.269230769230769,"striped",321,4,"striped","green",1,"striped","solid",4,1,"22b1-3",1,131,113,"texture",0.6,2,0.35,113,321,"solid",2,14.9955333333333,"male",0.35,0,"['cloud', 'square', 'blue', 'green']",3,0.5,131,"solid","22b1",2,"polka-dotted","polka-dotted","polka-dotted",0.269230769230769,2,"Yes",2,3,27,NA,"English","Male"
"160",26,332,7611,0.192307692307692,0.269230769230769,"striped",121,4,"striped","red",1,"striped","solid",5,1,"22b1-2",1,222,332,"texture",0.25,2,0.35,332,121,"solid",3,14.9955333333333,"male",0.7,0,"['cloud', 'circle', 'square', 'blue', 'red']",3,0.5,222,"solid","22b1",2,"polka-dotted","polka-dotted","polka-dotted",0.538461538461539,2,"Yes",2,3,27,NA,"English","Male"
"161",27,311,430,0.333333333333333,0.333333333333333,"cloud",311,5,"square","solid",0,"circle","cloud",4,0.75,"321-2",0,221,311,"shape",0.5,3,0.5,231,231,"cloud",0,10.2775166666667,"male",0.5,0.5,"['solid', 'striped', 'polka-dotted', 'blue']",2,1,221,"square","321",1,"circle","circle","square",0.333333333333333,4,"Yes",1,3,37,"n","English","Male"
"162",27,223,20230,0,1,"cloud",123,5,"square","striped",0,"circle","cloud",2,0.75,"331-3",0,323,123,"shape",0,3,1,323,223,"cloud",1,10.2775166666667,"male",0,0.5,"['striped', 'green']",2,1,223,"square","331",1,"circle","circle","square",0,4,"Yes",1,3,37,"n","English","Male"
"163",27,213,21970,0.37037037037037,0.62962962962963,"cloud",311,5,"square","solid",0,"circle","cloud",4,0.75,"22b1-3",0,311,213,"shape",0.5,3,0.85,133,133,"cloud",2,10.2775166666667,"male",0,0.5,"['solid', 'polka-dotted', 'blue', 'green']",2,1,213,"square","22b1",1,"circle","circle","square",0,4,"Yes",1,3,37,"n","English","Male"
"164",27,212,8630,0,1,"cloud",311,5,"square","solid",0,"circle","cloud",4,0.75,"311-3",0,212,311,"shape",0,3,0.95,113,113,"cloud",3,10.2775166666667,"male",0,0.5,"['solid', 'blue', 'red', 'green']",2,1,212,"square","311",1,"circle","circle","square",0,4,"Yes",1,3,37,"n","English","Male"
"165",27,212,2740,0.0689655172413793,0.586206896551724,"circle",112,5,"circle","red",1,"circle","cloud",3,0.75,"322b-2",1,112,122,"shape",0.1,3,0.85,122,212,"cloud",0,10.2775166666667,"male",0.5,0,"['solid', 'striped', 'red']",3,0.5,212,"cloud","322b",1,"square","square","square",0.344827586206897,4,"Yes",1,3,37,"n","English","Male"
"166",27,213,15180,0.0689655172413793,0.586206896551724,"circle",332,5,"circle","green",1,"circle","cloud",5,0.75,"211-3",1,332,123,"shape",0.1,3,0.85,123,213,"cloud",1,10.2775166666667,"male",0.5,0,"['solid', 'striped', 'polka-dotted', 'red', 'green']",3,0.5,213,"cloud","211",1,"square","square","square",0.344827586206897,4,"Yes",1,3,37,"n","English","Male"
"167",27,331,24280,0.0666666666666667,0.4,"circle",331,5,"circle","polka-dotted",1,"circle","cloud",4,0.75,"321-2",1,233,331,"shape",0.1,3,0.6,233,232,"cloud",2,10.2775166666667,"male",0.8,0,"['polka-dotted', 'blue', 'red', 'green']",3,0.5,232,"cloud","321",1,"square","square","square",0.533333333333333,4,"Yes",1,3,37,"n","English","Male"
"168",27,312,8720,0.0714285714285714,0.285714285714286,"circle",211,5,"circle","solid",1,"circle","cloud",4,0.75,"311-3",1,113,211,"shape",0.1,3,0.4,113,312,"cloud",3,10.2775166666667,"male",0.9,0,"['solid', 'blue', 'red', 'green']",3,0.5,312,"cloud","311",1,"square","square","square",0.642857142857143,4,"Yes",1,3,37,"n","English","Male"
"169",28,323,18420,0.0357142857142857,0.357142857142857,"circle",321,2,"cloud","green",0,"circle","circle",4,0.65,"321-2",0,321,323,"shape",0.05,3,0.5,323,122,"cloud",0,9.74975,"male",0.85,1,"['striped', 'blue', 'red', 'green']",1,0.5,122,"square","321",1,"cloud","square","square",0.607142857142857,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"170",28,311,5480,0,0.230769230769231,"circle",311,2,"cloud","blue",0,"circle","circle",5,0.65,"22b1-2",0,322,132,"shape",0,3,0.3,132,311,"cloud",1,9.74975,"male",1,1,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",1,0.5,322,"square","22b1",1,"cloud","square","square",0.769230769230769,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"171",28,122,14200,0.214285714285714,0.0714285714285714,"circle",122,2,"cloud","red",0,"circle","circle",3,0.65,"322b-2",0,123,222,"shape",0.3,3,0.1,123,122,"cloud",2,9.74975,"male",1,1,"['striped', 'red', 'green']",1,0.5,222,"square","322b",1,"cloud","square","square",0.714285714285714,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"172",28,311,22570,0.214285714285714,0.0714285714285714,"circle",311,2,"cloud","blue",0,"circle","circle",5,0.65,"211-3",0,223,133,"shape",0.3,3,0.1,133,311,"cloud",3,9.74975,"male",1,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",1,0.5,223,"square","211",1,"cloud","square","square",0.714285714285714,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"173",28,332,11102,0.241379310344828,0.517241379310345,"blue",321,2,"green","polka-dotted",1,"red","blue",5,0.3,"211-3",0,213,321,"color",0.35,3,0.75,213,332,"blue",0,9.74975,"male",0.35,0.5,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",2,1,332,"green","211",3,"red","red","green",0.241379310344828,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"174",28,111,14662,0.333333333333333,0.454545454545455,"blue",111,2,"green","solid",1,"red","blue",5,0.3,"211-3",0,123,111,"color",0.55,3,0.75,123,332,"blue",1,9.74975,"male",0.35,0.5,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",2,1,332,"green","211",3,"red","red","green",0.212121212121212,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"175",28,113,9432,0.357142857142857,0.285714285714286,"blue",231,2,"green","solid",1,"red","blue",4,0.3,"22a1-3",0,232,231,"color",0.75,3,0.6,113,113,"blue",2,9.74975,"male",0.75,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",2,1,232,"green","22a1",3,"red","red","green",0.357142857142857,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"176",28,222,3262,0.277777777777778,0.444444444444444,"blue",221,2,"green","striped",1,"red","blue",4,0.3,"22a2b-2b",0,112,222,"color",0.5,3,0.8,222,221,"blue",3,9.74975,"male",0.5,0.5,"['cloud', 'circle', 'solid', 'striped']",2,1,112,"green","22a2b",3,"red","red","green",0.277777777777778,5,"Yes",2,4,37,"Challenging and fun. I would do this HIT like this again.","English","Male"
"177",29,131,21350,0.393939393939394,0.151515151515152,"red",131,2,"blue","cloud",0,"red","red",2,0.7,"331-3",0,132,133,"color",0.65,0,0.25,133,131,"blue",0,18.5372833333333,"female",0.75,1,"['cloud', 'polka-dotted']",1,0.5,132,"green","331",3,"blue","green","green",0.454545454545455,2,"Yes",1,2,32,NA,"English","Male"
"178",29,131,7071,0.321428571428571,0.285714285714286,"red",131,2,"blue","polka-dotted",0,"red","red",4,0.7,"321-2",0,231,332,"color",0.45,0,0.4,332,131,"blue",1,18.5372833333333,"female",0.55,1,"['cloud', 'circle', 'square', 'polka-dotted']",1,0.5,231,"green","321",3,"blue","green","green",0.392857142857143,2,"Yes",1,2,32,NA,"English","Male"
"179",29,213,11372,0.342857142857143,0.114285714285714,"red",132,2,"blue","circle",0,"red","red",4,0.7,"22a2b-2a",0,132,113,"color",0.6,0,0.2,213,213,"blue",2,18.5372833333333,"female",0.95,1,"['cloud', 'circle', 'solid', 'polka-dotted']",1,0.5,113,"green","22a2b",3,"blue","green","green",0.542857142857143,2,"Yes",1,2,32,NA,"English","Male"
"180",29,121,6682,0.387096774193548,0.193548387096774,"red",121,2,"blue","cloud",0,"red","red",4,0.7,"22a2b-2a",0,132,232,"color",0.6,0,0.3,232,121,"blue",3,18.5372833333333,"female",0.65,1,"['cloud', 'circle', 'striped', 'polka-dotted']",1,0.5,132,"green","22a2b",3,"blue","green","green",0.419354838709677,2,"Yes",1,2,32,NA,"English","Male"
"181",29,133,22960,0.379310344827586,0.206896551724138,"circle",213,2,"cloud","polka-dotted",1,"circle","square",4,0.65,"311-3",0,133,323,"shape",0.55,0,0.3,133,213,"cloud",0,18.5372833333333,"female",0.6,1,"['solid', 'striped', 'polka-dotted', 'green']",2,0.5,323,"square","311",1,"cloud","circle","square",0.413793103448276,2,"Yes",1,2,32,NA,"English","Male"
"182",29,131,8670,0.444444444444444,0.259259259259259,"circle",131,2,"cloud","blue",1,"circle","square",5,0.65,"22b1-2",0,113,212,"shape",0.6,0,0.35,113,131,"cloud",1,18.5372833333333,"female",0.4,1,"['solid', 'polka-dotted', 'blue', 'red', 'green']",2,0.5,212,"square","22b1",1,"cloud","circle","square",0.296296296296296,2,"Yes",1,2,32,NA,"English","Male"
"183",29,212,5560,0.0882352941176471,0.441176470588235,"circle",212,2,"cloud","solid",1,"circle","square",4,0.65,"311-3",0,212,322,"shape",0.15,0,0.75,132,132,"cloud",2,18.5372833333333,"female",0.8,1,"['solid', 'striped', 'polka-dotted', 'red']",2,0.5,322,"square","311",1,"cloud","circle","square",0.470588235294118,2,"Yes",1,2,32,NA,"English","Male"
"184",29,121,24930,0.285714285714286,0.464285714285714,"circle",121,2,"cloud","striped",1,"circle","square",5,0.65,"211-3",0,313,121,"shape",0.4,0,0.65,233,233,"cloud",3,18.5372833333333,"female",0.35,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",2,0.5,313,"square","211",1,"cloud","circle","square",0.25,2,"Yes",1,2,32,NA,"English","Male"
"185",31,313,28730,0.111111111111111,0.62962962962963,"polka-dotted",313,2,"striped","green",0,"striped","solid",2,0.15,"331-3",0.5,323,313,"texture",0.15,2,0.85,333,333,"solid",0,13.74365,"male",0.35,1,"['square', 'green']",1,0,323,"striped","331",2,"solid","polka-dotted","polka-dotted",0.259259259259259,1,"Yes",2,3,28,NA,"English","Male"
"186",31,231,24601,0.222222222222222,0.148148148148148,"polka-dotted",231,2,"striped","blue",0,"striped","solid",4,0.15,"22a2b-2a",0.5,113,231,"texture",0.3,2,0.2,233,233,"solid",1,13.74365,"male",0.85,1,"['cloud', 'circle', 'blue', 'green']",1,0,113,"striped","22a2b",2,"solid","polka-dotted","polka-dotted",0.62962962962963,1,"Yes",2,3,28,NA,"English","Male"
"187",31,313,15281,0.666666666666667,0.0666666666666667,"polka-dotted",331,2,"striped","square",0,"striped","solid",4,0.15,"22b1-3",0.5,331,313,"texture",0.5,2,0.05,123,123,"solid",2,13.74365,"male",0.2,1,"['cloud', 'square', 'blue', 'green']",1,0,313,"striped","22b1",2,"solid","polka-dotted","polka-dotted",0.266666666666667,1,"Yes",2,3,28,NA,"English","Male"
"188",31,312,23891,0.172413793103448,0.241379310344828,"polka-dotted",312,2,"striped","red",0,"striped","solid",4,0.15,"22b1-3",0.5,312,233,"texture",0.25,2,0.35,233,222,"solid",3,13.74365,"male",0.85,1,"['circle', 'square', 'red', 'green']",1,0,222,"striped","22b1",2,"solid","polka-dotted","polka-dotted",0.586206896551724,1,"Yes",2,3,28,NA,"English","Male"
"189",31,223,29221,0.192307692307692,0.576923076923077,"polka-dotted",223,2,"solid","circle",1,"striped","striped",3,0.75,"322b-2",0.5,223,333,"texture",0.25,2,0.75,333,233,"solid",0,13.74365,"male",0.3,0,"['circle', 'square', 'green']",1,1,233,"solid","322b",2,"striped","polka-dotted","polka-dotted",0.230769230769231,1,"Yes",2,3,28,NA,"English","Male"
"190",31,133,20451,0.342857142857143,0.171428571428571,"polka-dotted",111,2,"solid","cloud",1,"striped","striped",4,0.75,"22b2b-2",0.5,111,231,"texture",0.6,2,0.3,133,133,"solid",1,13.74365,"male",0.85,0,"['cloud', 'circle', 'blue', 'green']",1,1,231,"solid","22b2b",2,"striped","polka-dotted","polka-dotted",0.485714285714286,1,"Yes",2,3,28,NA,"English","Male"
"191",31,311,22571,0.173913043478261,0.565217391304348,"polka-dotted",311,2,"solid","blue",1,"striped","striped",5,0.75,"211-3",0.5,311,133,"texture",0.2,2,0.65,133,223,"solid",2,13.74365,"male",0.3,0,"['cloud', 'circle', 'square', 'blue', 'green']",1,1,223,"solid","211",2,"striped","polka-dotted","polka-dotted",0.260869565217391,1,"Yes",2,3,28,NA,"English","Male"
"192",31,133,21791,0.32,0.16,"polka-dotted",311,2,"solid","green",1,"striped","striped",4,0.75,"22a2b-2b",0.5,113,311,"texture",0.4,2,0.2,133,133,"solid",3,13.74365,"male",0.65,0,"['cloud', 'square', 'blue', 'green']",1,1,113,"solid","22a2b",2,"striped","polka-dotted","polka-dotted",0.52,1,"Yes",2,3,28,NA,"English","Male"
"193",32,133,29240,0.727272727272727,0.0909090909090909,"circle",133,1,"cloud","green",0,"circle","square",2,0.9,"331-3",0,133,333,"shape",0.8,1,0.1,333,233,"cloud",0,5.61108333333333,"female",0.2,1,"['polka-dotted', 'green']",2,0.5,233,"square","331",1,"cloud","circle","square",0.181818181818182,1,"Yes",2,3,35,"very interesting","english","Male"
"194",32,121,190,0.76,0.2,"circle",121,1,"cloud","blue",0,"circle","square",2,0.9,"331-3",0,221,121,"shape",0.95,1,0.25,321,321,"cloud",1,5.61108333333333,"female",0.05,1,"['striped', 'blue']",2,0.5,221,"square","331",1,"cloud","circle","square",0.04,1,"Yes",2,3,35,"very interesting","english","Male"
"195",32,121,3950,0.842105263157895,0.105263157894737,"circle",121,1,"cloud","blue",0,"circle","square",4,0.9,"22b2b-2",0,121,322,"shape",0.8,1,0.1,322,331,"cloud",2,5.61108333333333,"female",0.05,1,"['striped', 'polka-dotted', 'blue', 'red']",2,0.5,331,"square","22b2b",1,"cloud","circle","square",0.0526315789473684,1,"Yes",2,3,35,"very interesting","english","Male"
"196",32,222,24040,0.0909090909090909,0.863636363636364,"circle",222,1,"cloud","red",0,"circle","square",4,0.9,"22a2b-2b",0,233,222,"shape",0.1,1,0.95,233,322,"cloud",3,5.61108333333333,"female",0.05,1,"['striped', 'polka-dotted', 'red', 'green']",2,0.5,322,"square","22a2b",1,"cloud","circle","square",0.0454545454545455,1,"Yes",2,3,35,"very interesting","english","Male"
"197",32,131,1011,0.0869565217391304,0.782608695652174,"solid",311,1,"polka-dotted","blue",1,"striped","striped",4,0.95,"22b2b-2",1,112,131,"texture",0.1,1,0.9,112,311,"solid",0,5.61108333333333,"female",0.15,0.5,"['cloud', 'square', 'blue', 'red']",2,0,131,"striped","22b2b",2,"polka-dotted","solid","polka-dotted",0.130434782608696,1,"Yes",2,3,35,"very interesting","english","Male"
"198",32,312,22451,0.761904761904762,0.0952380952380952,"solid",312,1,"polka-dotted","red",1,"striped","striped",4,0.95,"22a1-3",1,123,133,"texture",0.8,1,0.1,133,312,"solid",1,5.61108333333333,"female",0.15,0.5,"['cloud', 'square', 'red', 'green']",2,0,123,"striped","22a1",2,"polka-dotted","solid","polka-dotted",0.142857142857143,1,"Yes",2,3,35,"very interesting","english","Male"
"199",32,131,331,0.230769230769231,0.653846153846154,"solid",121,1,"polka-dotted","cloud",1,"striped","striped",3,0.95,"322b-2",1,321,121,"texture",0.3,1,0.85,131,131,"solid",2,5.61108333333333,"female",0.15,0.5,"['cloud', 'square', 'blue']",2,0,321,"striped","322b",2,"polka-dotted","solid","polka-dotted",0.115384615384615,1,"Yes",2,3,35,"very interesting","english","Male"
"200",32,113,8850,0.566666666666667,0.0666666666666667,"solid",121,1,"polka-dotted","green",1,"striped","striped",4,0.95,"321-2",1,122,121,"texture",0.85,1,0.1,113,113,"solid",3,5.61108333333333,"female",0.55,0.5,"['cloud', 'blue', 'red', 'green']",2,0,122,"striped","321",2,"polka-dotted","solid","polka-dotted",0.366666666666667,1,"Yes",2,3,35,"very interesting","english","Male"
"201",33,313,11932,0.142857142857143,0.357142857142857,"blue",331,2,"red","square",0,"red","blue",4,0.25,"22b1-3",1,212,331,"color",0.2,4,0.5,313,313,"blue",0,14.1053333333333,"female",0.7,0.5,"['circle', 'square', 'solid', 'polka-dotted']",2,0,212,"red","22b1",3,"green","green","green",0.5,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"202",33,113,8392,0.142857142857143,0.357142857142857,"blue",311,2,"red","cloud",0,"red","blue",5,0.25,"22b1-2",1,311,113,"color",0.2,4,0.5,113,231,"blue",1,14.1053333333333,"female",0.7,0.5,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",2,0,231,"red","22b1",3,"green","green","green",0.5,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"203",33,323,18011,0.103448275862069,0.344827586206897,"blue",311,2,"red","square",0,"red","blue",4,0.25,"321-2",1,311,323,"color",0.15,4,0.5,323,331,"blue",2,14.1053333333333,"female",0.8,0.5,"['square', 'solid', 'striped', 'polka-dotted']",2,0,331,"red","321",3,"green","green","green",0.551724137931034,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"204",33,122,10372,0.103448275862069,0.344827586206897,"blue",311,2,"red","striped",0,"red","blue",5,0.25,"211-3",1,213,122,"color",0.15,4,0.5,213,311,"blue",3,14.1053333333333,"female",0.8,0.5,"['cloud', 'circle', 'square', 'solid', 'striped']",2,0,122,"red","211",3,"green","green","green",0.551724137931034,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"205",33,121,23812,0.516129032258065,0.161290322580645,"green",121,2,"green","striped",1,"red","red",4,0.7,"22b1-3",0.5,222,121,"color",0.8,4,0.25,233,233,"blue",0,14.1053333333333,"female",0.5,1,"['cloud', 'circle', 'striped', 'polka-dotted']",3,0,222,"red","22b1",3,"blue","blue","green",0.32258064516129,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"206",33,121,9102,0.642857142857143,0.178571428571429,"green",121,2,"green","cloud",1,"red","red",4,0.7,"22b1-3",0.5,322,113,"color",0.9,4,0.25,113,121,"blue",1,14.1053333333333,"female",0.25,1,"['cloud', 'square', 'solid', 'striped']",3,0,322,"red","22b1",3,"blue","blue","green",0.178571428571429,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"207",33,311,10071,0.642857142857143,0.178571428571429,"green",311,2,"green","solid",1,"red","red",4,0.7,"311-3",0.5,311,112,"color",0.9,4,0.25,213,213,"blue",2,14.1053333333333,"female",0.25,1,"['cloud', 'circle', 'square', 'solid']",3,0,112,"red","311",3,"blue","blue","green",0.178571428571429,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"208",33,311,9992,0.642857142857143,0.178571428571429,"green",311,2,"green","solid",1,"red","red",4,0.7,"22a2b-2a",0.5,311,331,"color",0.9,4,0.25,213,213,"blue",3,14.1053333333333,"female",0.25,1,"['circle', 'square', 'solid', 'polka-dotted']",3,0,331,"red","22a2b",3,"blue","blue","green",0.178571428571429,5,"Yes",2,3,45,"It was a Fun Survey! Thanks for the survey. ","English","Male"
"209",34,132,5482,0.181818181818182,0.818181818181818,"blue",311,2,"red","cloud",0,"red","blue",5,0.35,"22b1-2",0,311,322,"color",0.2,3,0.9,132,132,"blue",0,54.25015,"female",0,0.5,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",1,1,322,"green","22b1",3,"red","green","green",0,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
"210",34,211,9691,0.952380952380952,0.0476190476190476,"blue",111,2,"red","circle",0,"red","blue",3,0.35,"322b-2",0,211,213,"color",1,3,0.05,213,111,"blue",1,54.25015,"female",0,0.5,"['cloud', 'circle', 'solid']",1,1,211,"green","322b",3,"red","green","green",0,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
"211",34,332,25931,0,1,"blue",332,2,"red","square",0,"red","blue",4,0.35,"321-2",0,332,133,"color",0,3,1,233,233,"blue",2,54.25015,"female",0,0.5,"['cloud', 'circle', 'square', 'polka-dotted']",1,1,133,"green","321",3,"red","green","green",0,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
"212",34,133,21072,0,0.0526315789473684,"blue",321,2,"red","polka-dotted",0,"red","blue",5,0.35,"211-3",0,133,222,"color",0,3,0.05,133,321,"blue",3,54.25015,"female",0.9,0.5,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",1,1,222,"green","211",3,"red","green","green",0.947368421052632,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
"213",34,222,23891,0.387096774193548,0.580645161290323,"polka-dotted",312,2,"striped","circle",1,"striped","solid",4,0.35,"22b1-3",0.5,233,312,"texture",0.6,3,0.9,233,222,"solid",0,54.25015,"female",0.05,0,"['circle', 'square', 'red', 'green']",2,1,222,"solid","22b1",2,"striped","polka-dotted","polka-dotted",0.032258064516129,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
